date,close,volume,open,high,low
17. 1. 2017,235.5800,4614731.0000,236.7000,239.9600,234.3700
13. 1. 2017,237.7500,6085610.0000,230.0000,237.8500,229.5900
12. 1. 2017,229.5900,3787547.0000,229.0600,230.7000,225.5800
11. 1. 2017,229.7300,3649910.0000,229.0700,229.9800,226.6800
10. 1. 2017,229.8700,3658981.0000,232.0000,232.0000,226.8900
9. 1. 2017,231.2800,3972716.0000,228.9700,231.9200,228.0000
6. 1. 2017,229.0100,5524153.0000,226.9300,230.3100,225.4500
5. 1. 2017,226.7500,5908927.0000,226.4200,227.4800,221.9500
4. 1. 2017,226.9900,11204560.0000,214.7500,228.0000,214.3100
3. 1. 2017,216.9900,5901494.0000,214.8600,220.3300,210.9600
30. 12. 2016,213.6900,4641288.0000,216.3000,217.5000,211.6800
29. 12. 2016,214.6800,4043086.0000,218.5600,219.2000,214.1225
28. 12. 2016,219.7400,3778544.0000,221.5300,223.8000,217.2000
27. 12. 2016,219.5300,5913335.0000,214.8800,222.2500,214.4200
23. 12. 2016,213.3400,4668263.0000,208.0000,213.4500,207.7100
22. 12. 2016,208.4500,3108427.0000,208.2200,209.9900,206.5000
21. 12. 2016,207.7000,5206143.0000,208.4500,212.2300,207.4100
20. 12. 2016,208.7900,4684269.0000,203.0500,209.0000,202.5000
19. 12. 2016,202.7300,3486937.0000,202.4900,204.4500,199.8400
16. 12. 2016,202.4900,3795444.0000,198.0800,202.5900,197.6000
15. 12. 2016,197.5800,3218653.0000,198.4100,200.7400,197.3900
14. 12. 2016,198.6900,4147314.0000,198.7400,203.0000,196.7600
13. 12. 2016,198.1500,6819322.0000,193.1800,201.2800,193.0000
12. 12. 2016,192.4300,2436428.0000,192.8000,194.4200,191.0400
9. 12. 2016,192.1800,2720937.0000,190.8700,193.8360,190.8100
8. 12. 2016,192.2900,3193684.0000,192.0500,192.5000,189.5400
7. 12. 2016,193.1500,5457071.0000,186.1500,193.4000,185.0000
6. 12. 2016,185.8500,3389365.0000,185.5200,186.5800,182.6825
5. 12. 2016,186.8000,4069480.0000,182.5100,188.8900,182.5100
2. 12. 2016,181.4700,4040201.0000,182.8800,184.8800,180.0000
1. 12. 2016,181.8800,5119105.0000,188.2500,188.5300,181.0000
30. 11. 2016,189.4000,3544891.0000,191.0000,191.8900,187.5000
29. 11. 2016,189.5700,4435312.0000,195.5600,196.7300,189.5000
28. 11. 2016,196.1200,4521082.0000,195.4800,199.3500,194.5500
25. 11. 2016,196.6500,2366098.0000,193.6400,197.2372,193.6400
23. 11. 2016,193.1400,4890285.0000,190.6100,195.6440,189.0000
22. 11. 2016,191.1700,5601238.0000,185.8400,191.4700,183.7100
21. 11. 2016,184.5200,4355872.0000,185.0400,188.8900,184.4100
18. 11. 2016,185.0200,5206473.0000,190.6500,193.0000,185.0000
17. 11. 2016,188.6600,4880969.0000,183.4900,189.4900,182.1101
16. 11. 2016,183.9300,3432668.0000,182.6500,184.7300,181.2100
15. 11. 2016,183.7700,3899743.0000,182.7800,186.4300,182.0500
14. 11. 2016,181.4500,6547913.0000,188.0000,188.2500,178.1900
11. 11. 2016,188.5600,3987091.0000,184.2400,188.8800,183.0000
10. 11. 2016,185.3500,6746290.0000,191.0500,191.6100,180.4200
9. 11. 2016,190.0600,8166447.0000,186.8750,192.0000,183.9500
8. 11. 2016,194.9400,3252927.0000,193.7900,197.4900,191.2600
7. 11. 2016,193.2100,3857682.0000,193.5900,194.2900,190.0500
4. 11. 2016,190.5600,5143915.0000,189.0000,193.4600,185.9600
3. 11. 2016,187.4200,2644550.0000,189.0000,191.4700,187.0401
2. 11. 2016,188.0200,4242250.0000,190.0500,192.6951,187.5050
1. 11. 2016,190.7900,7023674.0000,198.0400,198.5000,188.1050
31. 10. 2016,197.7300,4691320.0000,202.4900,202.4900,195.8100
28. 10. 2016,199.9700,4273456.0000,204.0000,205.3200,199.8300
27. 10. 2016,204.0100,13070990.0000,211.3400,213.7000,201.6500
26. 10. 2016,202.2400,5346893.0000,201.0000,203.1900,200.1000
25. 10. 2016,202.3400,2442118.0000,202.9000,204.6900,201.2000
24. 10. 2016,202.7600,2747344.0000,201.0000,203.9452,200.2500
21. 10. 2016,200.0900,2936908.0000,198.6000,201.5700,197.4100
20. 10. 2016,199.1000,5069410.0000,202.1200,203.0000,197.0500
19. 10. 2016,203.5600,6966185.0000,199.7400,206.6600,198.0600
18. 10. 2016,199.1000,5676046.0000,195.9900,199.4700,193.2600
17. 10. 2016,193.9600,4518331.0000,197.0500,198.3900,192.0000
14. 10. 2016,196.5100,4265471.0000,200.6600,201.4300,196.3000
13. 10. 2016,200.2400,2495140.0000,200.5000,200.8950,197.0500
12. 10. 2016,201.5100,1969099.0000,200.9500,203.8800,200.4200
11. 10. 2016,200.1000,2326754.0000,201.8500,202.2000,198.3100
10. 10. 2016,200.9500,3311340.0000,201.3500,204.1400,199.6600
7. 10. 2016,196.6100,3489480.0000,201.0000,201.3200,195.8000
6. 10. 2016,201.0000,4697937.0000,202.4600,204.2099,200.2100
5. 10. 2016,208.4600,1872456.0000,212.2400,213.1500,208.1200
4. 10. 2016,211.4100,3537953.0000,213.1000,213.3200,208.8200
3. 10. 2016,213.7000,5989342.0000,212.3000,215.6688,208.2500
30. 9. 2016,204.0300,2581730.0000,202.2100,204.9800,199.5500
29. 9. 2016,200.7000,2714040.0000,205.6000,207.3300,200.5800
28. 9. 2016,206.2700,2079324.0000,207.5100,208.2500,205.2600
27. 9. 2016,205.8100,3367907.0000,209.6500,209.9818,204.6093
26. 9. 2016,208.9900,2393373.0000,206.5000,211.0000,206.5000
23. 9. 2016,207.4500,2904125.0000,205.9900,210.1800,205.6700
22. 9. 2016,206.4300,2381600.0000,206.4000,207.2800,203.0000
21. 9. 2016,205.2200,2631285.0000,206.3700,207.0000,201.5600
20. 9. 2016,204.6400,2408556.0000,206.8500,207.7500,203.9100
19. 9. 2016,206.3400,2298318.0000,207.0000,209.4300,205.0000
16. 9. 2016,205.4000,3104266.0000,200.4200,205.7000,199.0000
15. 9. 2016,200.4200,3082942.0000,196.4900,202.5193,196.4000
14. 9. 2016,196.4100,2256143.0000,195.7500,197.9248,194.8562
13. 9. 2016,196.0500,3583140.0000,197.0600,198.4900,193.4500
12. 9. 2016,198.3000,3714049.0000,195.0000,201.3690,194.1000
9. 9. 2016,194.4700,3753734.0000,199.0900,199.9200,193.7000
8. 9. 2016,197.3600,3372293.0000,199.5500,199.8900,196.3600
7. 9. 2016,201.7100,3637918.0000,205.5000,206.4968,200.7100
6. 9. 2016,202.8300,4386193.0000,199.0200,203.2500,199.0000
2. 9. 2016,197.7800,5970154.0000,202.3300,203.2000,196.2000
1. 9. 2016,200.7700,7932444.0000,209.0100,211.0999,200.5000
31. 8. 2016,212.0100,3274854.0000,210.4300,212.6000,208.6500
30. 8. 2016,211.3400,3164222.0000,216.1100,216.1100,210.5200
29. 8. 2016,215.2000,3261381.0000,220.1500,220.4000,215.0000
26. 8. 2016,219.9900,2238087.0000,222.1400,222.8550,218.8200
25. 8. 2016,220.9600,1760212.0000,223.1100,223.8000,220.7700
24. 8. 2016,222.6200,2566947.0000,227.0500,227.1500,222.2200
23. 8. 2016,224.8400,4747745.0000,224.3200,228.4900,222.8000
22. 8. 2016,222.9300,2061692.0000,224.1700,225.1100,222.6800
19. 8. 2016,225.0000,1658616.0000,223.5400,225.1690,222.5300
18. 8. 2016,223.5100,1699300.0000,223.8200,225.6600,222.2900
17. 8. 2016,223.2400,1786408.0000,224.3300,224.8300,222.8000
16. 8. 2016,223.6100,2251115.0000,225.4900,227.1900,223.4101
15. 8. 2016,225.5900,2017964.0000,226.0200,229.5000,224.9300
12. 8. 2016,225.6100,1811850.0000,225.4100,226.6500,224.0400
11. 8. 2016,224.9100,1876959.0000,226.1700,227.5700,223.4100
10. 8. 2016,225.6500,2336496.0000,228.2400,229.8700,224.6200
9. 8. 2016,229.0800,2199766.0000,226.8200,231.5375,226.6500
8. 8. 2016,226.1600,2259465.0000,228.0000,229.6000,226.0900
5. 8. 2016,230.0300,3190342.0000,230.0000,232.0000,227.4000
4. 8. 2016,230.6100,4142155.0000,225.6900,230.8600,222.0500
3. 8. 2016,225.7900,3808747.0000,227.3700,229.6990,224.2100
2. 8. 2016,227.2000,3928706.0000,229.3700,229.8700,221.4000
1. 8. 2016,230.0100,4014048.0000,235.5000,236.6300,229.3800
29. 7. 2016,234.7900,3061574.0000,230.7000,235.2800,230.2400
28. 7. 2016,230.6100,2415462.0000,227.9500,230.7600,226.6000
27. 7. 2016,228.4900,2887028.0000,229.3400,233.3600,226.9200
26. 7. 2016,229.5100,3427251.0000,227.6900,230.0000,225.3000
25. 7. 2016,230.0100,4479483.0000,222.2700,231.3900,221.3715
22. 7. 2016,222.2700,2570462.0000,221.9900,224.5000,218.8800
21. 7. 2016,220.5000,4425756.0000,226.0000,227.8470,219.1000
20. 7. 2016,228.3600,2556119.0000,226.4700,229.8000,225.0000
19. 7. 2016,225.2600,3047535.0000,225.0000,229.1000,224.7500
18. 7. 2016,226.2500,3394588.0000,219.6400,227.0900,218.3000
15. 7. 2016,220.4000,2230821.0000,222.5200,222.7499,219.6400
14. 7. 2016,221.5300,2657899.0000,223.1200,224.9400,221.0500
13. 7. 2016,222.5300,3540699.0000,225.5000,225.5900,220.2900
12. 7. 2016,224.6500,4573875.0000,224.1000,227.5000,223.2200
11. 7. 2016,224.7800,5369066.0000,219.9600,226.7800,219.5100
8. 7. 2016,216.7800,4067131.0000,217.8000,219.8100,214.5000
7. 7. 2016,215.9400,3603385.0000,213.1000,218.1200,213.0100
6. 7. 2016,214.4400,4910285.0000,210.0000,215.2300,209.0000
5. 7. 2016,213.9800,5169832.0000,209.7300,214.5441,208.0000
1. 7. 2016,216.5000,5396030.0000,206.1400,218.2400,206.0000
30. 6. 2016,212.2800,4794440.0000,212.9700,213.4999,209.0200
29. 6. 2016,210.1900,5987120.0000,205.1300,211.7800,203.0000
28. 6. 2016,201.7900,6158996.0000,201.8900,204.0500,199.4100
27. 6. 2016,198.5500,7211823.0000,190.8600,198.8100,187.8700
24. 6. 2016,193.1500,6988949.0000,190.0500,195.1200,189.7300
23. 6. 2016,196.4000,10098190.0000,195.6900,197.5500,192.1300
22. 6. 2016,196.6600,23706100.0000,199.4700,205.9500,195.7500
21. 6. 2016,219.6100,2855619.0000,220.6800,222.5690,218.8100
20. 6. 2016,219.7000,3549768.0000,219.5000,223.7500,218.2300
17. 6. 2016,215.4700,3107734.0000,217.8100,219.9900,214.5000
16. 6. 2016,217.9300,2438692.0000,217.4200,218.0400,213.5000
15. 6. 2016,217.7000,2905002.0000,216.9500,221.9000,215.1300
14. 6. 2016,214.9600,3575822.0000,218.8800,222.2000,212.5300
13. 6. 2016,217.8700,4187833.0000,219.5000,225.7700,217.6600
10. 6. 2016,218.7900,5994548.0000,227.3900,227.9700,218.4217
9. 6. 2016,229.3600,4454222.0000,234.9800,235.3300,227.0600
8. 6. 2016,235.5200,5965110.0000,233.8000,240.8450,232.6050
7. 6. 2016,232.3400,6194154.0000,222.2400,234.4400,221.5200
6. 6. 2016,220.6800,2242634.0000,218.0000,220.9000,215.4500
3. 6. 2016,218.9900,2226110.0000,220.0000,221.9400,218.0100
2. 6. 2016,218.9600,2017279.0000,219.5900,219.9090,217.1100
1. 6. 2016,219.5600,2982270.0000,221.4800,222.4000,216.8900
31. 5. 2016,223.2300,2786682.0000,223.0400,224.7497,221.5001
27. 5. 2016,223.0400,3645792.0000,224.9900,225.9300,220.7500
26. 5. 2016,225.1200,4066512.0000,220.5000,225.2600,219.0500
25. 5. 2016,219.5800,3131279.0000,217.9100,221.3600,216.5100
24. 5. 2016,217.9100,3009327.0000,216.6000,218.7400,215.1800
23. 5. 2016,216.2200,5096751.0000,219.8700,222.6000,215.8600
20. 5. 2016,220.2800,8996546.0000,216.9900,220.5500,216.3500
19. 5. 2016,215.2100,6817922.0000,213.6200,216.7900,207.3000
18. 5. 2016,211.1700,5552692.0000,209.1500,215.3100,207.7500
17. 5. 2016,204.6600,2842028.0000,209.0500,209.8199,204.0200
16. 5. 2016,208.2900,2945754.0000,208.1500,213.1500,207.9200
13. 5. 2016,207.6100,2820616.0000,207.7800,211.2000,206.7000
12. 5. 2016,207.2800,3650075.0000,211.4400,211.6700,203.6572
11. 5. 2016,208.9600,5159640.0000,207.5900,215.4800,206.0500
10. 5. 2016,208.6900,4068053.0000,207.5500,209.4700,205.0000
9. 5. 2016,208.9200,4772992.0000,215.7200,216.1500,206.8000
6. 5. 2016,214.9300,5683675.0000,210.8700,216.3700,208.1100
5. 5. 2016,211.5300,11248340.0000,228.4600,228.6400,209.7900
4. 5. 2016,222.5600,8550004.0000,230.2900,234.4600,220.4000
3. 5. 2016,232.3200,4296325.0000,237.3600,238.9100,231.6200
2. 5. 2016,241.8000,3838958.0000,241.5000,243.1900,234.8200
29. 4. 2016,240.7600,5405164.0000,248.1400,248.4300,237.8100
28. 4. 2016,247.7100,2515595.0000,249.8500,253.4300,247.4400
27. 4. 2016,251.4700,3198105.0000,252.7500,255.0000,249.4000
26. 4. 2016,253.7400,3217779.0000,252.0500,255.7300,249.3900
25. 4. 2016,251.8200,3665088.0000,253.0100,257.3800,250.7600
22. 4. 2016,253.7500,3783126.0000,248.8900,254.0000,245.7100
21. 4. 2016,248.2900,2777079.0000,248.9900,250.9000,246.9100
20. 4. 2016,249.9700,5192343.0000,246.2600,253.6600,241.5000
19. 4. 2016,247.3700,6351360.0000,253.1200,254.3699,241.2510
18. 4. 2016,253.8800,4263246.0000,252.2300,258.3100,251.6600
15. 4. 2016,254.5100,3748593.0000,251.3100,254.6000,249.1200
14. 4. 2016,251.8600,4129258.0000,253.0000,256.8390,251.0501
13. 4. 2016,254.5300,4921554.0000,248.5100,255.5000,247.3300
12. 4. 2016,247.8200,5755351.0000,249.5000,251.8000,243.6300
11. 4. 2016,249.9200,9156404.0000,251.0000,258.9900,245.3000
8. 4. 2016,250.0700,7352707.0000,260.5000,260.8200,248.0201
7. 4. 2016,257.2000,8845567.0000,266.4500,269.3400,254.5100
6. 4. 2016,265.4200,11695760.0000,253.9700,267.7400,253.4500
5. 4. 2016,255.4700,9931470.0000,240.5000,256.5600,240.0000
4. 4. 2016,246.9900,13381160.0000,249.1200,252.1200,243.6400
1. 4. 2016,237.5900,15979910.0000,244.8250,247.9000,233.2500
31. 3. 2016,229.7700,7975638.0000,229.3400,237.4200,225.0100
30. 3. 2016,226.8900,4025670.0000,235.0900,235.5000,226.5000
29. 3. 2016,230.1300,4006037.0000,229.8900,232.3800,225.3300
28. 3. 2016,230.2600,3878599.0000,231.6100,234.8100,225.0000
24. 3. 2016,227.7500,4956604.0000,215.7800,228.8877,215.0000
23. 3. 2016,222.5800,4936203.0000,232.3700,234.7300,222.0300
22. 3. 2016,234.2400,4303052.0000,237.2100,238.9900,232.5580
21. 3. 2016,238.3200,5289014.0000,235.3400,239.8800,235.0000
18. 3. 2016,232.7400,4704761.0000,229.1000,234.4800,228.0600
17. 3. 2016,226.3800,3769083.0000,221.4700,228.5000,220.0000
16. 3. 2016,221.9300,3511873.0000,218.0000,222.5800,217.0200
15. 3. 2016,218.3400,3133230.0000,214.2700,218.9700,211.5000
14. 3. 2016,215.1500,4062304.0000,212.6500,216.7200,210.6400
11. 3. 2016,207.5000,3339148.0000,207.9300,209.4200,205.3300
10. 3. 2016,205.1800,5191602.0000,210.0000,213.2900,200.6710
9. 3. 2016,208.7200,3207597.0000,204.5200,209.3726,202.7900
8. 3. 2016,202.6000,4175498.0000,203.5000,207.5000,202.2000
7. 3. 2016,205.2900,5331097.0000,197.6800,209.7000,197.4000
4. 3. 2016,201.0400,6479858.0000,198.0000,204.0300,197.5001
3. 3. 2016,195.7400,4822993.0000,188.2800,197.4200,184.2200
2. 3. 2016,188.3400,4858631.0000,183.7300,188.5200,181.5000
1. 3. 2016,186.3500,6695704.0000,194.2500,195.9484,182.7000
29. 2. 2016,191.9300,4495402.0000,192.4000,196.3500,189.2220
26. 2. 2016,190.3400,6054061.0000,188.7000,192.0000,185.0000
25. 2. 2016,187.4300,5727008.0000,178.6500,188.5192,175.2000
24. 2. 2016,179.0000,5385369.0000,172.7500,179.5000,167.8400
23. 2. 2016,177.2100,5982993.0000,176.1600,181.7300,173.6800
22. 2. 2016,177.7400,5055340.0000,170.1200,178.9100,169.8500
19. 2. 2016,166.5800,2955832.0000,163.6600,167.4900,162.5000
18. 2. 2016,166.7700,3883107.0000,172.4200,172.9500,164.7700
17. 2. 2016,168.6800,5820264.0000,159.0000,169.3400,156.6800
16. 2. 2016,155.1700,5561638.0000,158.7000,162.9500,154.1100
12. 2. 2016,151.0400,7233264.0000,155.0000,157.0100,143.7000
11. 2. 2016,150.4700,14236900.0000,152.0000,163.2600,147.0000
10. 2. 2016,143.6700,10104690.0000,150.5000,154.9700,141.7400
9. 2. 2016,148.2500,8639661.0000,142.3200,159.7900,141.0500
8. 2. 2016,147.9900,9306754.0000,157.1050,157.1500,146.0000
5. 2. 2016,162.6000,9434495.0000,171.3000,173.0000,157.7442
4. 2. 2016,175.3300,4379442.0000,170.7000,175.9800,166.9900
3. 2. 2016,173.4800,7927640.0000,183.5900,183.9400,170.1800
2. 2. 2016,182.7800,5764817.0000,192.4200,193.1200,180.2300
1. 2. 2016,196.9400,5295685.0000,188.7600,199.5200,182.7500
29. 1. 2016,191.2000,2848929.0000,189.9500,193.7400,188.0800
28. 1. 2016,189.7000,4586328.0000,190.7900,191.2800,182.4100
27. 1. 2016,188.0700,3577353.0000,192.3800,193.2600,185.7700
26. 1. 2016,193.5600,4956918.0000,196.7000,197.8200,188.8800
25. 1. 2016,196.3800,2695408.0000,200.0600,203.5700,195.8800
22. 1. 2016,202.5500,3122066.0000,204.8010,205.5000,199.0300
21. 1. 2016,199.9700,3164424.0000,201.5500,203.2300,195.0200
20. 1. 2016,198.7000,5826110.0000,199.4000,201.2800,191.2500
19. 1. 2016,204.7200,4031271.0000,208.7100,210.4700,200.7800
15. 1. 2016,204.9900,5325773.0000,198.9700,205.0700,197.2500
14. 1. 2016,206.1800,6490579.0000,202.2100,210.0000,193.3800
13. 1. 2016,200.3100,4120993.0000,212.0100,212.6500,200.0000
12. 1. 2016,209.9700,3079051.0000,211.6000,213.7395,205.3100
11. 1. 2016,207.8500,4090843.0000,214.0100,214.4500,203.0000
8. 1. 2016,211.0000,3572360.0000,217.8600,220.4400,210.7700
7. 1. 2016,215.6500,3550704.0000,214.1900,218.4400,213.6700
6. 1. 2016,219.0400,3774353.0000,220.0000,220.0500,215.9800
5. 1. 2016,223.4300,3185525.0000,226.3600,226.8900,220.0000
4. 1. 2016,223.4100,6823510.0000,230.7200,231.3800,219.0000
31. 12. 2015,240.0100,2713817.0000,238.5100,243.4500,238.3700
30. 12. 2015,238.0900,3694448.0000,236.6000,243.6340,235.6707
29. 12. 2015,237.1900,2402438.0000,230.0600,237.7200,229.5470
28. 12. 2015,228.9500,1900171.0000,231.4900,231.9800,225.5400
24. 12. 2015,230.5700,710277.0000,230.5600,231.8800,228.2800
23. 12. 2015,229.7000,1551031.0000,232.1800,233.4500,228.1300
22. 12. 2015,229.9500,1958836.0000,234.9900,236.5500,229.6300
21. 12. 2015,232.5600,1951581.0000,231.6900,235.8300,231.0800
18. 12. 2015,230.4600,3008057.0000,232.8900,235.9000,229.2900
17. 12. 2015,233.3900,3294460.0000,233.9400,237.7600,229.8149
16. 12. 2015,234.5100,5100443.0000,222.1000,234.8800,220.7300
15. 12. 2015,221.0900,2241686.0000,221.8200,222.2200,218.0000
14. 12. 2015,218.5800,2827797.0000,217.5100,220.9200,214.8700
11. 12. 2015,217.0200,3259114.0000,225.2400,225.7500,216.6400
10. 12. 2015,227.0700,2070088.0000,224.7100,228.4900,223.6400
9. 12. 2015,224.5200,3057036.0000,226.7000,227.5000,220.7200
8. 12. 2015,226.7200,2682259.0000,227.5200,228.8000,224.2000
7. 12. 2015,231.1300,3140864.0000,227.7000,235.6300,226.1500
4. 12. 2015,230.3800,2572014.0000,232.4600,233.2700,227.6600
3. 12. 2015,232.7100,2937233.0000,235.4800,237.4500,230.0000
2. 12. 2015,231.9900,2980644.0000,237.0000,238.6000,231.2300
1. 12. 2015,237.1900,3728562.0000,231.0600,238.0000,231.0500
30. 11. 2015,230.2600,2591205.0000,231.7900,234.2800,229.0800
27. 11. 2015,231.6100,1949353.0000,231.0600,232.2500,227.0100
25. 11. 2015,229.6400,3986945.0000,221.3400,230.8250,220.3750
24. 11. 2015,218.2500,2478389.0000,215.3700,221.0000,215.0000
23. 11. 2015,217.7500,2525196.0000,217.3500,219.1800,214.6798
20. 11. 2015,220.0100,4394199.0000,223.4900,225.0000,213.5800
19. 11. 2015,221.8000,2499593.0000,220.5400,226.1900,220.3000
18. 11. 2015,221.0700,2810200.0000,214.5000,221.3800,212.5200
17. 11. 2015,214.0000,2148326.0000,215.2000,216.0000,211.4000
16. 11. 2015,214.3100,2920362.0000,206.0900,214.9800,205.8000
13. 11. 2015,207.1900,3423139.0000,212.9500,212.9900,206.5200
12. 11. 2015,212.9400,2913511.0000,217.8500,219.0000,212.6600
11. 11. 2015,219.0800,3337501.0000,217.7700,219.4800,213.6300
10. 11. 2015,216.5000,4612408.0000,223.4800,223.7000,216.0800
9. 11. 2015,225.3300,3846179.0000,232.9900,232.9900,224.3100
6. 11. 2015,232.3600,2444264.0000,230.7000,233.3590,229.5000
5. 11. 2015,231.7700,4494944.0000,230.5800,234.5843,229.1900
4. 11. 2015,231.6300,12713530.0000,227.0000,232.7400,225.2000
3. 11. 2015,208.3500,8065091.0000,213.8500,214.4400,207.7500
2. 11. 2015,213.7900,3924514.0000,208.9200,215.8000,207.2200
30. 10. 2015,206.9300,4432433.0000,210.4000,211.6300,203.8900
29. 10. 2015,211.6300,1794743.0000,211.7500,213.7481,210.6400
28. 10. 2015,212.9600,2726880.0000,211.3100,213.4500,208.3000
27. 10. 2015,210.3500,3512832.0000,214.8400,217.1000,207.5100
26. 10. 2015,215.2600,3388227.0000,211.3800,215.8800,210.0000
23. 10. 2015,209.0900,4226411.0000,215.0000,215.3500,207.6900
22. 10. 2015,211.7200,2818801.0000,211.5600,215.7500,209.4000
21. 10. 2015,210.0900,4177956.0000,211.9900,214.8100,208.8000
20. 10. 2015,213.0300,14877020.0000,227.7200,228.6000,202.0000
19. 10. 2015,228.1000,2506836.0000,226.5000,231.1500,224.9400
16. 10. 2015,227.0100,4327574.0000,223.0400,230.4805,222.8700
15. 10. 2015,221.3100,2835920.0000,216.4300,221.7300,213.7000
