date,temperaturemin,temperaturemax
2012-12-16,48,57.9
2012-12-17,55,62.1
2012-12-18,39,62.1
2012-12-19,33.1,64.9
2012-12-20,39.9,62.1
2012-12-21,37,57.9
2012-12-22,32,50
2012-12-23,25,55
2012-12-24,44.1,53.1
2012-12-25,44.1,60.1
2012-12-26,37,48.9
2012-12-27,34,50
2012-12-28,27,45
2012-12-29,37.9,52
2012-12-30,28,46
2012-12-31,25,53.1
2013-01-01,43,50
2013-01-02,39.9,48.9
2013-01-03,28.9,45
2013-01-04,26.1,51.1
2013-01-05,25,48.9
2013-01-06,35.1,50
2013-01-07,28.9,52
2013-01-08,28,55.9
2013-01-09,35.1,68
2013-01-10,46,64.9
2013-01-11,41,51.1
2013-01-12,48.9,71.1
2013-01-13,55,75
2013-01-14,57.9,69.1
2013-01-15,44.1,60.1
2013-01-16,42.1,50
2013-01-17,33.1,51.1
2013-01-18,28.9,46
2013-01-19,26.1,54
2013-01-20,35.1,63
2013-01-21,28.9,59
2013-01-22,25,43
2013-01-23,18,42.1
2013-01-24,21,36
2013-01-25,19.9,28
2013-01-26,27,37.9
2013-01-27,21.9,41
2013-01-28,32,51.1
2013-01-29,44.1,73
2013-01-30,61,72
2013-01-31,33.1,63
2013-02-01,26.1,39.9
2013-02-02,19,45
2013-02-03,35.1,50
2013-02-04,26.1,48.9
2013-02-05,39,60.1
2013-02-06,30,62.1
2013-02-07,36,48
2013-02-08,39,55
2013-02-09,28,52
2013-02-10,25,53.1
2013-02-11,45,63
2013-02-12,46.9,60.1
2013-02-13,42.1,50
2013-02-14,30.9,52
2013-02-15,28.9,61
2013-02-16,32,46.9
2013-02-17,24.1,37
2013-02-18,18,52
2013-02-19,35.1,51.1
2013-02-20,27,52
2013-02-21,25,54
2013-02-22,32,42.1
2013-02-23,36,44.1
2013-02-24,39.9,62.1
2013-02-25,32,42.1
2013-02-26,36,57.9
2013-02-27,43,59
2013-02-28,33.1,50
2013-03-01,28,48.9
2013-03-02,26.1,48
2013-03-03,27,46
2013-03-04,26.1,50
2013-03-05,35.1,50
2013-03-06,37,46
2013-03-07,30,51.1
2013-03-08,30.9,55
2013-03-09,33.1,62.1
2013-03-10,32,66.9
2013-03-11,39,70
2013-03-12,48,69.1
2013-03-13,34,57.9
2013-03-14,28.9,53.1
2013-03-15,28,62.1
2013-03-16,46,78.1
2013-03-17,39,61
2013-03-18,37.9,43
2013-03-19,39.9,66.9
2013-03-20,37.9,55
2013-03-21,30.9,46
2013-03-22,23,52
2013-03-23,35.1,55
2013-03-24,34,43
2013-03-25,35.1,48
2013-03-26,32,50
2013-03-27,34,52
2013-03-28,28,55.9
2013-03-29,28,57.9
2013-03-30,37.9,66
2013-03-31,48,68
2013-04-01,48.9,71.1
2013-04-02,35.1,60.1
2013-04-03,39,60.1
2013-04-04,39,48
2013-04-05,39,63
2013-04-06,39,64
2013-04-07,36,71.1
2013-04-08,52,78.1
2013-04-09,57,82.9
2013-04-10,60.1,84.9
2013-04-11,62.1,81
2013-04-12,63,80.1
2013-04-13,52,73.9
2013-04-14,44.1,79
2013-04-15,57.9,71.1
2013-04-16,57.9,75.9
2013-04-17,57.9,80.1
2013-04-18,62.1,79
2013-04-19,64,84
2013-04-20,44.1,64
2013-04-21,41,61
2013-04-22,35.1,61
2013-04-23,46.9,66.9
2013-04-24,48.9,77
2013-04-25,50,71.1
2013-04-26,46,71.1
2013-04-27,53.1,72
2013-04-28,55,62.1
2013-04-29,55,72
2013-04-30,57,66
2013-05-01,57,62.1
2013-05-02,52,64.9
2013-05-03,48,69.1
2013-05-04,48.9,64
2013-05-05,50,60.1
2013-05-06,55.9,68
2013-05-07,50,71.1
2013-05-08,52,72
2013-05-09,54,80.1
2013-05-10,55.9,84
2013-05-11,64.9,81
2013-05-12,52,72
2013-05-13,44.1,64.9
2013-05-14,39,70
2013-05-15,55,86
2013-05-16,62.1,84
2013-05-17,61,86
2013-05-18,62.1,78.1
2013-05-19,64,78.1
2013-05-20,66.9,75
2013-05-21,69.1,84.9
2013-05-22,69.1,82.9
2013-05-23,64.9,82
2013-05-24,52,70
2013-05-25,41,73
2013-05-26,48,73
2013-05-27,48.9,80.1
2013-05-28,64,84.9
2013-05-29,63,84.9
2013-05-30,64,86
2013-05-31,66,87.1
2013-06-01,66.9,89.1
2013-06-02,68,87.1
2013-06-03,64,82.9
2013-06-04,64,79
2013-06-05,64,82
2013-06-06,66,77
2013-06-07,68,75.9
2013-06-08,66,84
2013-06-09,66.9,87.1
2013-06-10,70,84.9
2013-06-11,70,86
2013-06-12,64,90
2013-06-13,68,93.9
2013-06-14,59,80.1
2013-06-15,57,84.9
2013-06-16,62.1,87.1
2013-06-17,71.1,87.1
2013-06-18,69.1,84.9
2013-06-19,64.9,80.1
2013-06-20,63,82
2013-06-21,55,82.9
2013-06-22,69.1,82
2013-06-23,66.9,86
2013-06-24,71.1,89.1
2013-06-25,70,91.9
2013-06-26,69.1,91.9
2013-06-27,66.9,89.1
2013-06-28,69.1,91.9
2013-06-29,68,86
2013-06-30,68,87.1
2013-07-01,69.1,82.9
2013-07-02,72,77
2013-07-03,73,84.9
2013-07-04,73,88
2013-07-05,72,89.1
2013-07-06,73,88
2013-07-07,70,89.1
2013-07-08,72,90
2013-07-09,72,89.1
2013-07-10,73,89.1
2013-07-11,72,84
2013-07-12,70,77
2013-07-13,70,78.1
2013-07-14,70,88
2013-07-15,69.1,90
2013-07-16,69.1,93.9
2013-07-17,73.9,93
2013-07-18,73,93
2013-07-19,75,91.9
2013-07-20,73.9,90
2013-07-21,73,89.1
2013-07-22,72,91
2013-07-23,73.9,91
2013-07-24,71.1,96.1
2013-07-25,66,80.1
2013-07-26,62.1,86
2013-07-27,68,88
2013-07-28,69.1,90
2013-07-29,69.1,87.1
2013-07-30,62.1,87.1
2013-07-31,70,82.9
2013-08-01,70,87.1
2013-08-02,66.9,89.1
2013-08-03,70,91
2013-08-04,66,84
2013-08-05,64,82
2013-08-06,66.9,84
2013-08-07,70,87.1
2013-08-08,72,91
2013-08-09,73.9,91.9
2013-08-10,73,93.9
2013-08-11,71.1,91.9
2013-08-12,73,91.9
2013-08-13,71.1,90
2013-08-14,61,75
2013-08-15,59,75.9
2013-08-16,59,71.1
2013-08-17,64,73
2013-08-18,66.9,81
2013-08-19,66.9,75
2013-08-20,68,82.9
2013-08-21,70,88
2013-08-22,70,89.1
2013-08-23,66.9,88
2013-08-24,64.9,82.9
2013-08-25,60.1,80.1
2013-08-26,55,82.9
2013-08-27,62.1,89.1
2013-08-28,70,82.9
2013-08-29,72,87.1
2013-08-30,64.9,88
2013-08-31,68,90
2013-09-01,71.1,91
2013-09-02,70,88
2013-09-03,71.1,89.1
2013-09-04,68,84.9
2013-09-05,64.9,87.1
2013-09-06,64,82
2013-09-07,59,82
2013-09-08,63,88
2013-09-09,64,87.1
2013-09-10,68,91
2013-09-11,68,91
2013-09-12,70,90
2013-09-13,64.9,84.9
2013-09-14,57.9,75.9
2013-09-15,53.1,80.1
2013-09-16,66,86
2013-09-17,57.9,75.9
2013-09-18,51.1,73.9
2013-09-19,54,78.1
2013-09-20,62.1,72
2013-09-21,66,75.9
2013-09-22,57,77
2013-09-23,54,73
2013-09-24,53.1,75.9
2013-09-25,53.1,75
2013-09-26,57,77
2013-09-27,52,73.9
2013-09-28,50,73
2013-09-29,52,75
2013-09-30,51.1,75.9
2013-10-01,51.1,82
2013-10-02,57,84.9
2013-10-03,59,86
2013-10-04,62.1,86
2013-10-05,61,89.1
2013-10-06,63,84.9
2013-10-07,63,73.9
2013-10-08,57.9,63
2013-10-09,54,62.1
2013-10-10,53.1,61
2013-10-11,59,66
2013-10-12,61,69.1
2013-10-13,62.1,66.9
2013-10-14,55.9,64.9
2013-10-15,54,71.1
2013-10-16,61,70
2013-10-17,60.1,77
2013-10-18,55.9,69.1
2013-10-19,57.9,70
2013-10-20,43,64.9
2013-10-21,39,68
2013-10-22,51.1,64
2013-10-23,46,66.9
2013-10-24,35.1,59
2013-10-25,33.1,55.9
2013-10-26,29.1,59
2013-10-27,39.9,69.1
2013-10-28,45,69.1
2013-10-29,50,73
2013-10-30,55,72
2013-10-31,57.9,75.9
2013-11-01,60.1,73
2013-11-02,50,71.1
2013-11-03,39.9,63
2013-11-04,35.1,55
2013-11-05,37,57
2013-11-06,44.1,71.1
2013-11-07,46,70
2013-11-08,33.1,57.9
2013-11-09,30.2,59
2013-11-10,37.9,72
2013-11-11,32,59
2013-11-12,35.1,61
2013-11-13,26.2,45
2013-11-14,25.2,57
2013-11-15,30.2,60.1
2013-11-16,50,69.1
2013-11-17,52,71.1
2013-11-18,54,75
2013-11-19,41,55.9
2013-11-20,37,52
2013-11-21,41,62.1
2013-11-22,46.9,71.1
2013-11-23,43,61
2013-11-24,23.2,43
2013-11-25,18.1,43
2013-11-26,37,66
2013-11-27,30.2,50
2013-11-28,23.2,45
2013-11-29,24.3,50
2013-11-30,27.1,48
2013-12-01,27.1,59
2013-12-02,36,60.1
2013-12-03,33.1,57.9
2013-12-04,53.1,64
2013-12-05,55,66.9
2013-12-06,64.9,79
2013-12-07,42.1,69.1
2013-12-08,33.1,42.1
2013-12-09,34,46
2013-12-10,28.2,48
2013-12-11,24.3,48.9
2013-12-12,25.2,44.1
2013-12-13,23.2,52
2013-12-14,37.9,46.9
2013-12-15,34,54
2013-12-16,28.2,54
2013-12-17,35.1,60.1
2013-12-18,31.1,48.9
2013-12-19,30.2,62.1
2013-12-20,43,66.9
2013-12-21,50,73.9
2013-12-22,64,78.1
2013-12-23,46.9,68
2013-12-24,29.1,46.9
2013-12-25,23.2,39.9
2013-12-26,24.3,53.1
2013-12-27,26.2,52
2013-12-28,25.2,59
2013-12-29,43,63
2013-12-30,35.1,53.1
2013-12-31,32,51.1
2014-01-01,29.1,51.1
2014-01-02,37,48.9
2014-01-03,22.1,43
2014-01-04,19.2,37.9
2014-01-05,37,62.1
2014-01-06,16.2,61
2014-01-07,9.1,25.2
2014-01-08,15.3,43
2014-01-09,25.2,54
2014-01-10,39,45
2014-01-11,45,69.1
2014-01-12,39,57.9
2014-01-13,33.1,62.1
2014-01-14,37.9,54
2014-01-15,33.1,59
2014-01-16,32,44.1
2014-01-17,29.1,55.9
2014-01-18,27.1,46.9
2014-01-19,30.2,54
2014-01-20,30.2,64
2014-01-21,26.2,51.1
2014-01-22,18.1,30.2
2014-01-23,16.2,37.9
2014-01-24,11.1,27.1
2014-01-25,18.1,39.9
2014-01-26,22.1,52
2014-01-27,33.1,64.9
2014-01-28,18.1,33.1
2014-01-29,14.2,27.1
2014-01-30,7.2,37.9
2014-01-31,15.3,53.1
2014-02-01,24.3,59
2014-02-02,41,64
2014-02-03,39.9,64
2014-02-04,37.9,39.9
2014-02-05,37.9,53.1
2014-02-06,31.1,42.1
2014-02-07,35.1,52
2014-02-08,34,50
2014-02-09,29.1,55
2014-02-10,35.1,43
2014-02-11,25.2,35.1
2014-02-12,23.2,30.2
2014-02-13,30.2,36
2014-02-14,27.1,55.9
2014-02-15,32,45
2014-02-16,29.1,53.1
2014-02-17,28.2,45
2014-02-18,35.1,64.9
2014-02-19,48.9,72
2014-02-20,52,72
2014-02-21,41,73
2014-02-22,36,64
2014-02-23,34,66.9
2014-02-24,37.9,60.1
2014-02-25,29.1,53.1
2014-02-26,32,48.9
2014-02-27,24.3,55
2014-02-28,26.2,45
2014-03-01,28.2,55
2014-03-02,34,71.1
2014-03-03,20.1,61
2014-03-04,16.2,37.9
2014-03-05,30.2,44.1
2014-03-06,30.2,42.1
2014-03-07,33.1,36
2014-03-08,27.1,68
2014-03-09,39,66
2014-03-10,34,73.9
2014-03-11,44.1,79
2014-03-12,42.1,70
2014-03-13,29.1,45
2014-03-14,24.3,60.1
2014-03-15,46,72
2014-03-16,36,55.9
2014-03-17,31.1,36
2014-03-18,30.2,37
2014-03-19,35.1,46.9
2014-03-20,39,66
2014-03-21,32,69.1
2014-03-22,46,75.9
2014-03-23,36,57
2014-03-24,30.2,50
2014-03-25,33.1,45
2014-03-26,29.1,46.9
2014-03-27,24.3,59
2014-03-28,44.1,69.1
2014-03-29,55.9,66
2014-03-30,42.1,62.1
2014-03-31,36,72
2014-04-01,39,80.1
2014-04-02,52,86
2014-04-03,50,78.1
2014-04-04,57,82
2014-04-05,53.1,71.1
2014-04-06,44.1,60.1
2014-04-07,43,64
2014-04-08,55,66.9
2014-04-09,45,68
2014-04-10,39.9,73.9
2014-04-11,52,78.1
2014-04-12,54,81
2014-04-13,59,81
2014-04-14,63,75.9
2014-04-15,39,71.1
2014-04-16,33.1,54
2014-04-17,31.1,64
2014-04-18,37.9,63
2014-04-19,46,53.1
2014-04-20,48.9,68
2014-04-21,42.1,73.9
2014-04-22,46.9,82.9
2014-04-23,50,71.1
2014-04-24,39.9,71.1
2014-04-25,48.9,80.1
2014-04-26,48.9,79
2014-04-27,51.1,84
2014-04-28,54,66.9
2014-04-29,52,64.9
2014-04-30,64.9,77
2014-05-01,62.1,79
2014-05-02,51.1,69.1
2014-05-03,53.1,75.9
2014-05-04,48.9,82.9
2014-05-05,55,73
2014-05-06,55.9,84
2014-05-07,59,78.1
2014-05-08,55,89.1
2014-05-09,63,89.1
2014-05-10,64,86
2014-05-11,60.1,86
2014-05-12,57.9,90
2014-05-13,66.9,91.9
2014-05-14,68,89.1
2014-05-15,66.9,79
2014-05-16,55,73
2014-05-17,46.9,71.1
2014-05-18,46,68
2014-05-19,45,73
2014-05-20,50,79
2014-05-21,60.1,87.1
2014-05-22,64,88
2014-05-23,63,82
2014-05-24,53.1,79
2014-05-25,54,82
2014-05-26,61,87.1
2014-05-27,66,90
2014-05-28,64,90
2014-05-29,64.9,75.9
2014-05-30,63,73.9
2014-05-31,63,82
2014-06-01,53.1,78.1
2014-06-02,52,82.9
2014-06-03,57,89.1
2014-06-04,64.9,91.9
2014-06-05,72,91
2014-06-06,68,82.9
2014-06-07,62.1,84.9
2014-06-08,64.9,87.1
2014-06-09,69.1,90
2014-06-10,68,93.9
2014-06-11,68,93.9
2014-06-12,69.1,84.9
2014-06-13,66.9,88
2014-06-14,60.1,86
2014-06-15,57.9,87.1
2014-06-16,69.1,95
2014-06-17,70,96.1
2014-06-18,70,97
2014-06-19,70,97
2014-06-20,68,91
2014-06-21,68,91
2014-06-22,68,84
2014-06-23,64.9,84.9
2014-06-24,64.9,86
2014-06-25,73,93
2014-06-26,69.1,93
2014-06-27,70,84.9
2014-06-28,69.1,84.9
2014-06-29,60.1,84.9
2014-06-30,66,90
2014-07-01,73.9,93
2014-07-02,75.9,97
2014-07-03,73.9,90
2014-07-04,71.1,88
2014-07-05,61,82.9
2014-07-06,61,90
2014-07-07,66.9,96.1
2014-07-08,73.9,98.1
2014-07-09,73.9,96.1
2014-07-10,71.1,88
2014-07-11,69.1,86
2014-07-12,66,90
2014-07-13,71.1,93.9
2014-07-14,75,98.1
2014-07-15,70,93.9
2014-07-16,64,80.1
2014-07-17,60.1,84
2014-07-18,64,86
2014-07-19,66,82
2014-07-20,68,81
2014-07-21,73,79
2014-07-22,72,84.9
2014-07-23,71.1,91.9
2014-07-24,68,88
2014-07-25,66,82.9
2014-07-26,69.1,90
2014-07-27,72,87.1
2014-07-28,70,88
2014-07-29,63,82
2014-07-30,63,81
2014-07-31,66,82
2014-08-01,64.9,75.9
2014-08-02,64,70
2014-08-03,66.9,80.1
2014-08-04,68,84.9
2014-08-05,68,88
2014-08-06,70,90
2014-08-07,69.1,86
2014-08-08,69.1,81
2014-08-09,64,73.9
2014-08-10,66,81
2014-08-11,70,84
2014-08-12,70,87.1
2014-08-13,66.9,82
2014-08-14,57.9,82.9
2014-08-15,61,86
2014-08-16,68,89.1
2014-08-17,70,89.1
2014-08-18,70,88
2014-08-19,69.1,86
2014-08-20,70,90
2014-08-21,71.1,91
2014-08-22,71.1,91.9
2014-08-23,72,84
2014-08-24,63,81
2014-08-25,60.1,79
2014-08-26,60.1,82
2014-08-27,57.9,86
2014-08-28,64.9,91.9
2014-08-29,72,82
2014-08-30,72,89.1
2014-08-31,73,91
2014-09-01,73,93
2014-09-02,71.1,96.1
2014-09-03,71.1,93
2014-09-04,71.1,90
2014-09-05,71.1,91
2014-09-06,71.1,91
2014-09-07,70,78.1
2014-09-08,68,73
2014-09-09,66,75.9
2014-09-10,68,81
2014-09-11,66.9,88
2014-09-12,70,80.1
2014-09-13,69.1,80.1
2014-09-14,62.1,71.1
2014-09-15,63,75
2014-09-16,66.9,82.9
2014-09-17,66,79
2014-09-18,59,81
2014-09-19,63,80.1
2014-09-20,57.9,81
2014-09-21,63,87.1
2014-09-22,61,75.9
2014-09-23,55,64
2014-09-24,55,64
2014-09-25,63,68
2014-09-26,59,75.9
2014-09-27,55,75.9
2014-09-28,54,79
2014-09-29,64,73
2014-09-30,59,75
2014-10-01,55.9,79
2014-10-02,59,84
2014-10-03,64.9,84.9
2014-10-04,46.9,73
2014-10-05,41,66
2014-10-06,45,75.9
2014-10-07,55,80.1
2014-10-08,60.1,82.9
2014-10-09,51.1,79
2014-10-10,57.9,84
2014-10-11,57.9,86
2014-10-12,57,62.1
2014-10-13,60.1,81
2014-10-14,70,79
2014-10-15,57,75
2014-10-16,53.1,72
2014-10-17,48.9,73.9
2014-10-18,53.1,75
2014-10-19,44.1,64.9
2014-10-20,41,71.1
2014-10-21,51.1,73.9
2014-10-22,48,66.9
2014-10-23,42.1,70
2014-10-24,43,70
2014-10-25,39,71.1
2014-10-26,45,75.9
2014-10-27,39.9,75.9
2014-10-28,50,84
2014-10-29,55,78.1
2014-10-30,46.9,66.9
2014-10-31,42.1,62.1
2014-11-01,45,51.1
2014-11-02,37,53.1
2014-11-03,29.1,64
2014-11-04,39.9,66
2014-11-05,46.9,71.1
2014-11-06,50,68
2014-11-07,37.9,60.1
2014-11-08,31.1,60.1
2014-11-09,39.9,60.1
2014-11-10,35.1,66
2014-11-11,45,72
2014-11-12,50,75.9
2014-11-13,44.1,59
2014-11-14,29.1,44.1
2014-11-15,25.2,46
2014-11-16,27.1,48.9
2014-11-17,43,66.9
2014-11-18,23.2,43
2014-11-19,19.2,43
2014-11-20,28.2,59
2014-11-21,26.2,48
2014-11-22,22.1,54
2014-11-23,34,66
2014-11-24,60.1,72
2014-11-25,48,64.9
2014-11-26,35.1,50
2014-11-27,35.1,46.9
2014-11-28,26.2,45
2014-11-29,27.1,54
2014-11-30,36,66
2014-12-01,44.1,73.9
2014-12-02,46,55
2014-12-03,44.1,57
2014-12-04,39.9,54
2014-12-05,39.9,52
2014-12-06,46,55.9
2014-12-07,35.1,53.1
2014-12-08,34,45
2014-12-09,35.1,45
2014-12-10,31.1,50
2014-12-11,26.2,48
2014-12-12,26.2,57
2014-12-13,28.2,60.1
2014-12-14,29.1,57.9
2014-12-15,30.2,60.1
2014-12-16,37,52
2014-12-17,39,60.1
2014-12-18,31.1,51.1
2014-12-19,36,52
2014-12-20,31.1,39
2014-12-21,37.9,50
2014-12-22,36,41
2014-12-23,37,46.9
2014-12-24,46,66
2014-12-25,35.1,64
2014-12-26,30.2,57.9
2014-12-27,31.1,62.1
2014-12-28,48,61
2014-12-29,41,55
2014-12-30,28.2,41
2014-12-31,26.2,46
2015-01-01,23.2,51.1
2015-01-02,41,54
2015-01-03,46,51.1
2015-01-04,48.9,69.1
2015-01-05,32,55.9
2015-01-06,26.2,55
2015-01-07,16.2,39
2015-01-08,11.1,27.1
2015-01-09,22.1,45
2015-01-10,22.1,39
2015-01-11,17.2,48.9
2015-01-12,36,48
2015-01-13,31.1,44.1
2015-01-14,28.2,33.1
2015-01-15,31.1,41
2015-01-16,30.2,53.1
2015-01-17,27.1,51.1
2015-01-18,41,60.1
2015-01-19,31.1,63
2015-01-20,39,66.9
2015-01-21,36,54
2015-01-22,30.2,59
2015-01-23,35.1,41
2015-01-24,35.1,48.9
2015-01-25,29.1,55
2015-01-26,37.9,50
2015-01-27,30.2,44.1
2015-01-28,25.2,46
2015-01-29,23.2,46.9
2015-01-30,29.1,48
2015-01-31,22.1,48
2015-02-01,32,57
2015-02-02,29.1,62.1
2015-02-03,22.1,45
2015-02-04,25.2,54
2015-02-05,27.1,50
2015-02-06,17.2,42.1
2015-02-07,26.2,60.1
2015-02-08,39,72
2015-02-09,45,62.1
2015-02-10,36,45
2015-02-11,30.2,51.1
2015-02-12,29.1,54
2015-02-13,23.2,35.1
2015-02-14,22.1,53.1
2015-02-15,15.3,29.1
2015-02-16,19.2,27.1
2015-02-17,19.2,35.1
2015-02-18,19.2,39.9
2015-02-19,12.2,23.2
2015-02-20,7.2,26.2
2015-02-21,18.1,39.9
2015-02-22,34,57
2015-02-23,30.2,46.9
2015-02-24,19.2,30.2
2015-02-25,18.1,46
2015-02-26,28.2,35.1
2015-02-27,23.2,45
2015-02-28,26.2,37
2015-03-01,28.2,35.1
2015-03-02,34,61
2015-03-03,35.1,43
2015-03-04,37.9,75
2015-03-05,32,66
2015-03-06,24.3,37
2015-03-07,20.1,57.9
2015-03-08,35.1,71.1
2015-03-09,48,64.9
2015-03-10,50,75
2015-03-11,59,75.9
2015-03-12,48.9,66
2015-03-13,42.1,53.1
2015-03-14,45,62.1
2015-03-15,48,73
2015-03-16,41,80.1
2015-03-17,46.9,82
2015-03-18,39,60.1
2015-03-19,39.9,54
2015-03-20,39.9,51.1
2015-03-21,39.9,64.9
2015-03-22,46.9,66
2015-03-23,43,57.9
2015-03-24,36,66.9
2015-03-25,46.9,66.9
2015-03-26,57,75
2015-03-27,39.9,66
2015-03-28,32,46
2015-03-29,22.1,52
2015-03-30,41,66
2015-03-31,35.1,73.9
2015-04-01,46.9,66
2015-04-02,39,73.9
2015-04-03,61,82.9
2015-04-04,43,73
2015-04-05,33.1,68
2015-04-06,52,75.9
2015-04-07,61,72
2015-04-08,62.1,84
2015-04-09,57,78.1
2015-04-10,64.9,84
2015-04-11,52,75
2015-04-12,46.9,73
2015-04-13,50,80.1
2015-04-14,61,79
2015-04-15,52,61
2015-04-16,48,66
2015-04-17,55.9,78.1
2015-04-18,61,80.1
2015-04-19,63,73
2015-04-20,63,78.1
2015-04-21,52,70
2015-04-22,44.1,77
2015-04-23,48.9,68
2015-04-24,37.9,66.9
2015-04-25,45,57
2015-04-26,45,54
2015-04-27,39,68
2015-04-28,39,69.1
2015-04-29,43,70
2015-04-30,51.1,73
2015-05-01,51.1,61
2015-05-02,46,73
2015-05-03,46.9,79
2015-05-04,53.1,82
2015-05-05,55.9,82
2015-05-06,54,82.9
2015-05-07,57.9,82
2015-05-08,57,81
2015-05-09,64.9,84.9
2015-05-10,68,78.1
2015-05-11,69.1,87.1
2015-05-12,68,87.1
2015-05-13,57.9,80.1
2015-05-14,55.9,72
2015-05-15,55,77
2015-05-16,60.1,84.9
2015-05-17,63,88
2015-05-18,69.1,91
2015-05-19,69.1,90
2015-05-20,62.1,88
2015-05-21,57,71.1
2015-05-22,52,75
2015-05-23,48,80.1
2015-05-24,54,82.9
2015-05-25,57,84
2015-05-26,64.9,89.1
2015-05-27,69.1,87.1
2015-05-28,68,87.1
2015-05-29,66,87.1
2015-05-30,66,88
2015-05-31,69.1,89.1
2015-06-01,68,90
2015-06-02,66.9,82
2015-06-03,63,68
2015-06-04,61,68
2015-06-05,60.1,78.1
2015-06-06,59,88
2015-06-07,62.1,86
2015-06-08,64.9,89.1
2015-06-09,66.9,89.1
2015-06-10,66.9,88
2015-06-11,70,93
2015-06-12,71.1,90
2015-06-13,73.9,95
2015-06-14,71.1,96.1
2015-06-15,72,99
2015-06-16,73,100
2015-06-17,73.9,96.1
2015-06-18,71.1,98.1
2015-06-19,72,95
2015-06-20,71.1,96.1
2015-06-21,73,95
2015-06-22,70,96.1
2015-06-23,75.9,98.1
2015-06-24,73.9,95
2015-06-25,71.1,91.9
2015-06-26,69.1,91.9
2015-06-27,70,88
2015-06-28,64,84
2015-06-29,60.1,88
2015-06-30,66.9,91.9
2015-07-01,66.9,87.1
2015-07-02,72,87.1
2015-07-03,69.1,78.1
2015-07-04,69.1,87.1
2015-07-05,69.1,90
2015-07-06,70,89.1
2015-07-07,70,91
2015-07-08,72,91
2015-07-09,72,93.9
2015-07-10,73,93.9
2015-07-11,72,91
2015-07-12,66,86
2015-07-13,71.1,88
2015-07-14,70,88
2015-07-15,73.9,88
2015-07-16,72,86
2015-07-17,68,90
2015-07-18,73.9,93
2015-07-19,72,93
2015-07-20,72,93
2015-07-21,73,93
2015-07-22,71.1,88
2015-07-23,72,82
2015-07-24,68,86
2015-07-25,64,88
2015-07-26,66,89.1
2015-07-27,72,90
2015-07-28,73,90
2015-07-29,75,91
2015-07-30,73,93.9
2015-07-31,71.1,91
2015-08-01,64.9,93
2015-08-02,64.9,90
2015-08-03,69.1,95
2015-08-04,73,95
2015-08-05,73,97
2015-08-06,71.1,95
2015-08-07,70,75
2015-08-08,66,84.9
2015-08-09,64,89.1
2015-08-10,71.1,84.9
2015-08-11,69.1,87.1
2015-08-12,64.9,87.1
2015-08-13,63,88
2015-08-14,64.9,88
2015-08-15,66,91
2015-08-16,69.1,91.9
2015-08-17,69.1,95
2015-08-18,73.9,84.9
2015-08-19,72,89.1
2015-08-20,72,90
2015-08-21,70,88
2015-08-22,66,87.1
2015-08-23,61,87.1
2015-08-24,72,91.9
2015-08-25,72,89.1
2015-08-26,69.1,82
2015-08-27,64.9,84
2015-08-28,60.1,87.1
2015-08-29,60.1,86
2015-08-30,63,86
2015-08-31,66.9,77
2015-09-01,66.9,91
2015-09-02,68,93.9
2015-09-03,69.1,91
2015-09-04,68,91.9
2015-09-05,69.1,86
2015-09-06,66,81
2015-09-07,71.1,87.1
2015-09-08,70,89.1
2015-09-09,71.1,91
2015-09-10,71.1,89.1
2015-09-11,70,84
2015-09-12,68,78.1
2015-09-13,55,75.9
2015-09-14,48,78.1
2015-09-15,50,82
2015-09-16,52,81
2015-09-17,60.1,84
2015-09-18,55.9,84
2015-09-19,62.1,87.1
2015-09-20,62.1,86
2015-09-21,64.9,79
2015-09-22,66,79
2015-09-23,63,77
2015-09-24,60.1,75.9
2015-09-25,64,70
2015-09-26,64,69.1
2015-09-27,64,77
2015-09-28,70,80.1
2015-09-29,73.9,82
2015-09-30,66,82.9
2015-10-01,57.9,66
2015-10-02,55,60.1
2015-10-03,53.1,68
2015-10-04,57.9,69.1
2015-10-05,55.9,60.1
2015-10-06,51.1,73
2015-10-07,52,81
2015-10-08,57,82.9
2015-10-09,60.1,82
2015-10-10,55.9,66.9
2015-10-11,52,72
2015-10-12,51.1,78.1
2015-10-13,60.1,79
2015-10-14,52,77
2015-10-15,46.9,73
2015-10-16,46.9,68
2015-10-17,39,66.9
2015-10-18,33.1,57.9
2015-10-19,32,60.1
2015-10-20,34,70
2015-10-21,37.9,75.9
2015-10-22,41,79
2015-10-23,48.9,79
2015-10-24,51.1,71.1
2015-10-25,55.9,77
2015-10-26,52,64
2015-10-27,50,63
2015-10-28,63,73
2015-10-29,57,73.9
2015-10-30,45,68
2015-10-31,39.9,66
2015-11-01,55,63
2015-11-02,59,66
2015-11-03,59,64.9
2015-11-04,59,70
2015-11-05,63,73.9
2015-11-06,64.9,75.9
2015-11-07,59,72
2015-11-08,50,59
2015-11-09,46.9,55
2015-11-10,48,69.1
2015-11-11,46,68
2015-11-12,45,77
2015-11-13,44.1,66
2015-11-14,34,60.1
2015-11-15,31.1,64
2015-11-16,36,64.9
2015-11-17,37.9,66.9
2015-11-18,53.1,72
2015-11-19,55.9,73
2015-11-20,39.9,62.1
2015-11-21,32,60.1
2015-11-22,36,52
2015-11-23,29.1,46.9
2015-11-24,27.1,57
2015-11-25,30.2,59
2015-11-26,39,70
2015-11-27,43,71.1
2015-11-28,45,71.1
2015-11-29,48.9,73.9
